order_id,restaurant_id,delivery_person_id,user_id,restaurant_latitude,restaurant_longitude,delivery_location_latitude,delivery_location_longitude,order_date,time_ordered,time_order_picked,weather_conditions,road_traffic_density,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city,time_taken_min
ORD000774,R0443,D00476,U04546,12.991307,77.590246,12.872509,77.61024,2024-02-24,23:54,23:09,Sunny,Low,2,Meal,motorcycle,2,Yes,Bengaluru,37
ORD000775,R0168,D01176,U02753,13.021121,77.607517,12.9902,77.623019,2024-10-11,13:49,14:07,Sunny,Medium,0,Meal,motorcycle,0,No,Bengaluru,31
ORD000776,R0487,D01407,U04284,12.932589,77.68732,12.940548,77.557586,2023-11-18,14:51,15:24,Windy,Low,0,Meal,motorcycle,3,No,Bengaluru,44
ORD000777,R0444,D01377,U03803,12.978041,77.559749,12.942975,77.622931,2023-10-07,19:06,19:39,Sunny,High,2,Drinks,motorcycle,0,No,Bengaluru,34
ORD000778,R0041,D00433,U00499,12.967816,77.725182,12.901058,77.63192,2024-02-18,08:02,08:19,Foggy,High,2,Drinks,motorcycle,0,No,Bengaluru,50
ORD000779,R0163,D01143,U02554,12.878239,77.605239,13.010364,77.680733,2023-03-12,21:19,21:53,Sunny,Medium,2,Drinks,motorcycle,3,No,Bengaluru,34
ORD000780,R0257,D01015,U02845,12.844763,77.676708,12.922167,77.553305,2023-02-23,19:54,20:05,Cloudy,Medium,1,Snack,motorcycle,0,No,Bengaluru,45
ORD000781,R0280,D00610,U02193,12.919011,77.642022,12.864306,77.5806,2024-08-29,20:59,21:24,Windy,Medium,2,Buffet,motorcycle,1,Yes,Bengaluru,47
ORD000782,R0371,D01513,U01902,12.938094,77.580812,12.837359,77.689079,2024-03-23,21:44,22:00,Foggy,Jam,0,Meal,motorcycle,1,No,Bengaluru,52
ORD000783,R0369,D00455,U04670,12.983662,77.756019,12.988637,77.636263,2024-01-12,21:23,21:37,Foggy,Low,2,Buffet,scooter,2,No,Bengaluru,36
ORD000784,R0357,D00569,U04336,12.983213,77.635449,12.902206,77.595396,2024-06-26,17:15,17:46,Cloudy,Medium,1,Buffet,motorcycle,0,No,Bengaluru,42
ORD000785,R0246,D01104,U03175,12.91697,77.597311,12.963769,77.759997,2024-08-24,14:09,14:37,Cloudy,Low,0,Drinks,motorcycle,0,Yes,Bengaluru,36
ORD000786,R0205,D00563,U03039,13.023182,77.600003,13.008683,77.573469,2023-05-22,13:40,13:51,Rainy,Medium,2,Meal,scooter,3,No,Bengaluru,49
ORD000787,R0381,D00839,U02828,12.958675,77.652922,12.999823,77.687709,2024-01-21,10:30,10:57,Cloudy,Low,2,Drinks,motorcycle,2,No,Bengaluru,45
ORD000788,R0194,D01474,U01542,12.974952,77.747606,12.951965,77.68389,2024-07-24,17:06,17:28,Sunny,Medium,2,Drinks,scooter,1,No,Bengaluru,43
ORD000789,R0132,D01191,U04650,12.825724,77.66349,12.913509,77.609528,2023-09-08,20:59,21:30,Cloudy,Medium,1,Drinks,motorcycle,3,No,Bengaluru,27
ORD000790,R0216,D00862,U02754,12.884326,77.597826,12.968425,77.720106,2024-01-23,17:29,17:42,Cloudy,High,1,Snack,electric_scooter,2,No,Bengaluru,39
ORD000791,R0033,D01090,U04581,12.961366,77.705079,12.988138,77.644414,2023-02-28,13:21,13:49,Cloudy,Medium,1,Drinks,motorcycle,0,No,Bengaluru,47
ORD000792,R0197,D01925,U03877,12.989898,77.563332,12.868172,77.686264,2023-05-01,21:38,21:53,Stormy,Medium,2,Drinks,scooter,0,No,Bengaluru,53
ORD000793,R0087,D00242,U02124,12.911496,77.606495,12.99594,77.549981,2024-01-30,21:44,22:14,Sunny,Medium,2,Buffet,motorcycle,2,No,Bengaluru,40
ORD000794,R0394,D01829,U02241,12.993671,77.695328,13.005412,77.709858,2024-02-15,21:58,22:11,Rainy,High,0,Drinks,scooter,2,No,Bengaluru,43
ORD000795,R0130,D00545,U03671,12.948132,77.711627,13.019718,77.694623,2024-10-02,12:13,12:44,Sunny,Jam,1,Meal,motorcycle,0,Yes,Bengaluru,54
ORD000796,R0010,D01159,U01692,12.921497,77.575331,12.995337,77.687748,2024-04-13,14:55,15:13,Rainy,Low,1,Meal,motorcycle,0,Yes,Bengaluru,39
ORD000797,R0250,D01217,U01193,12.925453,77.61186,12.933888,77.626599,2024-08-03,12:14,12:29,Rainy,Medium,2,Snack,scooter,3,Yes,Bengaluru,50
ORD000798,R0222,D01750,U01989,13.012335,77.560538,12.933223,77.558565,2023-01-21,12:49,13:16,Cloudy,Medium,0,Drinks,electric_scooter,0,No,Bengaluru,36
ORD000799,R0452,D00301,U01095,12.894516,77.62328,12.94961,77.572128,2023-04-21,20:51,21:02,Sunny,High,2,Snack,motorcycle,0,No,Bengaluru,50
ORD000800,R0092,D00198,U02342,12.957546,77.763189,12.872408,77.579175,2024-08-02,21:05,21:21,Sunny,High,2,Snack,motorcycle,0,No,Bengaluru,44
ORD000801,R0187,D00236,U02356,12.866167,77.672913,12.980937,77.657039,2023-02-08,22:57,23:26,Sunny,Low,0,Buffet,bicycle,3,Yes,Bengaluru,31
ORD000802,R0280,D01753,U01193,12.919011,77.642022,12.933888,77.626599,2023-05-16,12:18,12:40,Cloudy,Jam,0,Snack,scooter,3,No,Bengaluru,52
ORD000803,R0313,D01026,U00121,12.920111,77.543271,12.908931,77.603073,2023-09-24,19:25,19:39,Stormy,High,0,Snack,motorcycle,0,No,Bengaluru,55
ORD000804,R0368,D00544,U02956,12.863736,77.692405,12.881888,77.591869,2023-07-10,20:33,21:06,Sunny,Medium,1,Buffet,scooter,0,No,Bengaluru,31
ORD000805,R0023,D01741,U00862,12.972161,77.762767,12.882293,77.634766,2024-12-31,10:33,10:48,Rainy,Jam,0,Drinks,motorcycle,0,No,Bengaluru,56
ORD000806,R0313,D01673,U04212,12.920111,77.543271,12.98821,77.702028,2024-01-14,11:37,11:50,Sunny,High,1,Buffet,scooter,0,No,Bengaluru,47
ORD000807,R0309,D01214,U04754,12.907535,77.600324,13.019665,77.593763,2024-12-24,19:49,20:15,Windy,Low,2,Meal,motorcycle,0,No,Bengaluru,29
ORD000808,R0375,D01668,U00570,12.9827,77.588677,12.912459,77.636698,2024-01-11,21:11,21:28,Sunny,Medium,0,Meal,bicycle,0,No,Bengaluru,47
ORD000809,R0187,D00766,U03094,12.866167,77.672913,12.95811,77.64482,2023-07-17,13:20,13:51,Windy,High,0,Buffet,motorcycle,0,No,Bengaluru,43
ORD000810,R0485,D01178,U00711,13.024493,77.61044,12.942906,77.715602,2023-03-01,13:15,13:45,Foggy,Medium,2,Drinks,electric_scooter,0,No,Bengaluru,46
ORD000811,R0246,D00560,U02365,12.91697,77.597311,12.831489,77.692261,2024-05-06,19:25,19:42,Cloudy,Medium,2,Drinks,motorcycle,1,No,Bengaluru,28
ORD000812,R0397,D00534,U04648,12.884241,77.586418,12.926837,77.676775,2023-01-05,14:39,15:09,Windy,Low,1,Buffet,motorcycle,0,No,Bengaluru,30
ORD000813,R0334,D01612,U00856,12.999705,77.56923,12.876914,77.70171,2023-03-30,19:25,19:54,Sunny,High,1,Snack,bicycle,0,No,Bengaluru,32
ORD000814,R0419,D00572,U02648,13.106665,77.599956,12.953675,77.693153,2023-04-18,21:36,21:51,Windy,Medium,2,Drinks,motorcycle,1,Yes,Bengaluru,40
ORD000815,R0277,D01981,U02562,12.880591,77.589903,12.905898,77.6414,2023-11-23,21:06,21:35,Sunny,Medium,2,Snack,motorcycle,3,No,Bengaluru,40
ORD000816,R0229,D00778,U03524,12.902361,77.624992,12.872294,77.698581,2023-09-09,13:37,13:55,Rainy,High,0,Meal,electric_scooter,0,No,Bengaluru,48
ORD000817,R0078,D00615,U04591,12.922251,77.582524,12.927068,77.6248,2024-01-14,12:48,13:17,Cloudy,Medium,0,Snack,scooter,0,No,Bengaluru,41
ORD000818,R0477,D00798,U04452,12.924964,77.617986,12.972033,77.737009,2024-09-24,13:54,14:26,Sunny,Jam,0,Snack,motorcycle,0,No,Bengaluru,58
ORD000819,R0149,D00092,U01389,12.849594,77.683026,12.944213,77.630714,2023-11-28,13:18,13:29,Rainy,High,2,Meal,bicycle,0,No,Bengaluru,57
ORD000820,R0410,D01477,U04873,12.848283,77.691278,12.984886,77.767685,2024-07-26,14:20,14:30,Rainy,High,0,Meal,motorcycle,0,No,Bengaluru,52
ORD000821,R0100,D01310,U00252,13.103393,77.598544,12.947833,77.62972,2023-06-01,23:14,23:46,Windy,High,0,Buffet,bicycle,0,No,Bengaluru,56
ORD000822,R0039,D01412,U01065,13.012667,77.702524,12.977018,77.628619,2024-02-09,15:02,15:37,Sunny,Jam,2,Meal,motorcycle,2,No,Bengaluru,48
ORD000823,R0138,D00221,U01833,13.042635,77.599891,13.019781,77.706796,2023-11-12,20:46,21:07,Cloudy,Medium,0,Drinks,scooter,2,No,Bengaluru,51
ORD000824,R0076,D00292,U03478,12.975236,77.739024,12.922643,77.592826,2023-07-06,11:02,11:25,Sunny,High,2,Drinks,motorcycle,2,No,Bengaluru,35
ORD000825,R0263,D00890,U03907,13.093508,77.589911,13.021374,77.588273,2023-06-02,14:40,14:59,Rainy,High,2,Buffet,bicycle,2,No,Bengaluru,58
ORD000826,R0419,D00781,U02893,13.106665,77.599956,12.975546,77.59311,2024-05-20,19:37,20:00,Cloudy,Medium,2,Buffet,scooter,2,No,Bengaluru,29
ORD000827,R0477,D01956,U02050,12.924964,77.617986,12.978627,77.65345,2024-08-04,22:13,22:38,Sunny,High,0,Buffet,scooter,0,No,Bengaluru,43
ORD000828,R0236,D00520,U04443,12.970692,77.700509,13.082962,77.596741,2023-10-19,14:49,15:21,Foggy,High,0,Drinks,scooter,0,No,Bengaluru,53
ORD000829,R0374,D00624,U03233,12.983925,77.559704,12.979792,77.584034,2024-03-13,17:57,18:27,Sunny,High,1,Drinks,motorcycle,1,No,Bengaluru,47
ORD000830,R0174,D00227,U02970,12.96076,77.708089,12.8605,77.593295,2023-09-28,11:23,11:42,Rainy,High,0,Buffet,scooter,2,No,Bengaluru,40
ORD000831,R0466,D01736,U04995,12.946269,77.724443,12.896757,77.629982,2024-03-25,19:35,19:49,Cloudy,Medium,2,Meal,motorcycle,0,Yes,Bengaluru,40
ORD000832,R0271,D00168,U03202,12.974129,77.61215,12.998725,77.558085,2023-08-27,12:15,12:34,Rainy,Medium,2,Drinks,motorcycle,2,No,Bengaluru,44
ORD000833,R0307,D01946,U01578,12.970522,77.650376,12.901361,77.607875,2023-04-08,13:56,14:21,Cloudy,Low,0,Drinks,bicycle,3,Yes,Bengaluru,33
ORD000834,R0331,D01897,U04398,13.093086,77.590367,12.961115,77.698054,2024-11-20,14:22,14:37,Cloudy,Medium,2,Snack,motorcycle,3,Yes,Bengaluru,45
ORD000835,R0252,D01325,U03402,12.998835,77.591543,12.974925,77.762779,2024-03-11,14:50,15:10,Sunny,Low,1,Drinks,motorcycle,1,Yes,Bengaluru,42
ORD000836,R0225,D00573,U02051,12.979742,77.625942,12.909336,77.626808,2023-10-09,13:56,14:22,Sunny,Low,2,Meal,motorcycle,2,No,Bengaluru,23
ORD000837,R0272,D00288,U02534,12.86499,77.680675,13.018597,77.587626,2024-12-01,16:58,17:23,Sunny,Jam,1,Snack,scooter,0,Yes,Bengaluru,51
ORD000838,R0106,D01733,U02827,13.105165,77.602411,12.911295,77.551588,2024-08-31,21:26,21:59,Sunny,Medium,2,Snack,motorcycle,1,No,Bengaluru,28
ORD000839,R0187,D01600,U02074,12.866167,77.672913,12.906943,77.626004,2023-07-27,16:38,16:57,Windy,High,1,Buffet,motorcycle,1,No,Bengaluru,55
ORD000840,R0065,D01652,U02710,12.894853,77.606534,12.936813,77.582362,2024-01-19,13:26,13:41,Windy,Medium,0,Buffet,scooter,2,No,Bengaluru,41
ORD000841,R0263,D01257,U02763,13.093508,77.589911,12.928647,77.549147,2024-03-19,14:44,15:12,Cloudy,Low,2,Meal,motorcycle,0,No,Bengaluru,34
ORD000842,R0204,D00769,U00275,13.094742,77.603205,12.956661,77.70773,2024-05-02,20:15,20:31,Foggy,Medium,1,Meal,scooter,2,No,Bengaluru,38
ORD000843,R0157,D01982,U02253,12.985914,77.561139,13.114954,77.612564,2023-05-15,21:15,21:26,Sunny,Low,0,Meal,scooter,2,No,Bengaluru,27
ORD000844,R0006,D00651,U03852,12.927017,77.573646,12.928228,77.601354,2023-01-05,12:44,13:08,Sunny,Low,1,Drinks,motorcycle,0,Yes,Bengaluru,28
ORD000845,R0461,D00220,U03800,12.957904,77.724682,12.988531,77.563435,2024-01-06,22:54,23:23,Rainy,Low,2,Snack,motorcycle,1,Yes,Bengaluru,38
ORD000846,R0491,D00062,U00460,12.88358,77.592151,12.958811,77.755609,2023-07-07,13:40,14:07,Cloudy,Medium,0,Snack,motorcycle,2,No,Bengaluru,26
ORD000847,R0092,D01625,U04486,12.957546,77.763189,12.998858,77.559258,2024-09-14,13:19,13:41,Cloudy,High,1,Meal,motorcycle,0,No,Bengaluru,55
ORD000848,R0225,D01710,U04277,12.979742,77.625942,12.94547,77.606845,2023-06-12,19:33,19:44,Rainy,Jam,1,Meal,motorcycle,0,No,Bengaluru,58
ORD000849,R0324,D00187,U00690,12.961817,77.699218,13.030291,77.591124,2023-04-25,19:31,20:05,Sunny,Medium,1,Snack,scooter,2,No,Bengaluru,37
ORD000850,R0450,D01928,U00704,12.833113,77.672521,12.941347,77.581446,2023-10-09,19:20,19:33,Windy,High,0,Buffet,motorcycle,1,No,Bengaluru,40
ORD000851,R0053,D01900,U02328,13.021928,77.593062,12.925413,77.692211,2023-01-01,19:19,19:30,Foggy,High,1,Buffet,motorcycle,0,Yes,Bengaluru,50
ORD000852,R0403,D01741,U03438,12.975503,77.600651,12.990063,77.698072,2024-06-12,13:04,13:38,Windy,High,0,Buffet,motorcycle,0,No,Bengaluru,46
ORD000853,R0240,D00094,U00500,13.039429,77.605997,12.994788,77.687617,2023-10-12,12:10,12:31,Sunny,High,2,Snack,scooter,3,Yes,Bengaluru,57
ORD000854,R0418,D00417,U02381,12.828791,77.673935,12.896816,77.618737,2024-08-21,19:45,20:12,Sunny,Low,2,Meal,scooter,0,No,Bengaluru,36
ORD000855,R0048,D00391,U01986,12.93279,77.580824,12.925615,77.584666,2024-06-18,19:12,19:25,Sunny,High,0,Snack,motorcycle,0,No,Bengaluru,47
ORD000856,R0063,D00862,U02915,12.990545,77.612937,12.854724,77.686298,2023-07-21,19:17,19:44,Cloudy,High,1,Meal,electric_scooter,0,No,Bengaluru,56
ORD000857,R0360,D01100,U00276,12.907122,77.5999,12.85588,77.686866,2023-11-25,20:09,20:38,Sunny,Medium,1,Meal,motorcycle,1,No,Bengaluru,46
ORD000858,R0249,D01464,U02859,12.852214,77.690441,12.885007,77.607837,2023-03-26,18:28,18:51,Cloudy,Medium,1,Drinks,electric_scooter,0,No,Bengaluru,36
ORD000859,R0281,D01624,U03866,12.979279,77.755781,13.088245,77.581242,2024-11-09,09:16,09:41,Sunny,Medium,1,Drinks,motorcycle,2,No,Bengaluru,30
ORD000860,R0461,D01813,U02343,12.957904,77.724682,12.969362,77.60946,2023-12-20,12:37,12:58,Windy,Medium,0,Buffet,scooter,1,No,Bengaluru,41
ORD000861,R0272,D00322,U01206,12.86499,77.680675,12.959523,77.496648,2023-01-13,22:32,22:51,Sunny,Medium,2,Meal,motorcycle,2,No,Bengaluru,29
ORD000862,R0339,D01679,U02555,13.003674,77.697544,12.900421,77.656341,2023-12-07,14:59,15:14,Windy,Medium,1,Drinks,scooter,3,No,Bengaluru,50
ORD000863,R0198,D01868,U00634,12.976382,77.615116,12.882739,77.596481,2023-01-26,14:30,14:59,Sunny,Medium,0,Drinks,scooter,3,No,Bengaluru,46
ORD000864,R0416,D00095,U04816,12.857652,77.581668,13.112849,77.606079,2024-01-08,16:18,16:39,Sunny,Medium,2,Drinks,motorcycle,0,No,Bengaluru,36
ORD000865,R0296,D00202,U02597,12.981834,77.635559,12.880794,77.593822,2023-05-22,14:19,14:52,Sunny,Jam,1,Drinks,scooter,1,No,Bengaluru,52
ORD000866,R0207,D01239,U01551,13.103765,77.590795,12.969798,77.613887,2024-08-12,21:07,21:34,Sunny,Jam,0,Meal,motorcycle,0,Yes,Bengaluru,56
ORD000867,R0303,D00982,U00748,12.977654,77.558155,12.895697,77.615437,2023-08-04,22:17,22:51,Sunny,Medium,0,Buffet,scooter,2,No,Bengaluru,26
ORD000868,R0332,D00363,U04950,12.993692,77.55673,12.91771,77.597841,2024-07-30,20:45,21:08,Sunny,Medium,2,Buffet,motorcycle,0,No,Bengaluru,29
ORD000869,R0218,D01391,U00201,12.927257,77.630567,13.014087,77.698694,2023-08-15,22:47,22:57,Sunny,Medium,2,Snack,scooter,0,No,Bengaluru,40
ORD000870,R0077,D00336,U04844,12.841939,77.665219,12.984229,77.559168,2024-07-05,13:41,13:55,Sunny,Low,0,Meal,motorcycle,0,No,Bengaluru,22
ORD000871,R0311,D00670,U03095,12.93433,77.550247,13.086705,77.610709,2023-04-16,20:39,21:07,Sunny,Low,2,Drinks,motorcycle,0,No,Bengaluru,21
ORD000872,R0046,D00938,U03515,13.016708,77.573305,12.942864,77.545635,2024-08-31,21:42,22:02,Sunny,Medium,2,Drinks,motorcycle,1,Yes,Bengaluru,29
ORD000873,R0310,D01990,U03982,12.959133,77.762625,12.99501,77.63992,2023-08-11,10:10,10:27,Foggy,Low,2,Buffet,motorcycle,1,Yes,Bengaluru,42
ORD000874,R0126,D01305,U03368,12.964051,77.746824,12.947338,77.635329,2023-04-30,22:40,22:57,Sunny,High,0,Meal,electric_scooter,1,No,Bengaluru,47
ORD000875,R0484,D00466,U03503,12.92479,77.601284,13.102891,77.587304,2024-10-15,12:14,12:48,Cloudy,High,2,Buffet,electric_scooter,0,No,Bengaluru,42
ORD000876,R0372,D00068,U04036,12.902957,77.624229,12.939374,77.666449,2024-01-07,13:12,13:30,Sunny,High,0,Buffet,motorcycle,0,No,Bengaluru,37
ORD000877,R0421,D00308,U02327,13.108978,77.609157,12.987708,77.522369,2024-06-14,21:23,21:58,Sunny,Medium,2,Meal,motorcycle,1,No,Bengaluru,38
ORD000878,R0125,D01140,U01931,12.894407,77.578133,12.964755,77.601763,2023-03-25,20:32,20:43,Sunny,Medium,2,Snack,scooter,0,No,Bengaluru,39
ORD000879,R0023,D00466,U03911,12.972161,77.762767,12.992588,77.702985,2024-07-27,19:08,19:18,Sunny,Medium,2,Buffet,electric_scooter,0,No,Bengaluru,32
ORD000880,R0447,D00279,U04545,12.976401,77.511855,13.049632,77.614244,2023-01-07,23:34,23:07,Cloudy,Low,0,Buffet,motorcycle,1,No,Bengaluru,39
ORD000881,R0372,D00913,U04100,12.902957,77.624229,12.969836,77.61722,2024-01-13,23:55,23:09,Sunny,Medium,1,Drinks,electric_scooter,0,No,Bengaluru,47
ORD000882,R0207,D00531,U03552,13.103765,77.590795,12.940881,77.681378,2024-06-21,12:05,12:39,Rainy,Medium,0,Meal,electric_scooter,3,Yes,Bengaluru,36
ORD000883,R0200,D00597,U00236,12.918364,77.582943,12.983869,77.622619,2024-03-15,11:55,12:05,Sunny,High,0,Drinks,scooter,1,Yes,Bengaluru,56
ORD000884,R0315,D01680,U04052,12.998957,77.550392,12.918067,77.629232,2024-08-31,17:40,18:14,Rainy,High,2,Meal,scooter,0,No,Bengaluru,48
ORD000885,R0126,D01507,U02618,12.964051,77.746824,13.108056,77.596049,2023-06-16,10:05,10:39,Rainy,Jam,1,Drinks,scooter,0,No,Bengaluru,60
ORD000886,R0337,D00321,U04244,12.994073,77.695536,13.020792,77.707171,2023-11-03,14:25,14:44,Sunny,Low,0,Buffet,motorcycle,1,No,Bengaluru,28
ORD000887,R0033,D00902,U02568,12.961366,77.705079,12.925294,77.653733,2023-01-14,22:37,23:12,Windy,Jam,2,Meal,scooter,1,No,Bengaluru,46
ORD000888,R0028,D01473,U04407,12.913911,77.644494,12.931333,77.621322,2023-05-14,19:53,20:07,Rainy,Low,1,Meal,motorcycle,2,Yes,Bengaluru,33
ORD000889,R0368,D00905,U02641,12.863736,77.692405,12.843463,77.686368,2023-07-20,13:51,14:10,Rainy,Jam,2,Meal,motorcycle,1,No,Bengaluru,62
ORD000890,R0016,D01028,U02499,12.894582,77.619498,12.987993,77.679645,2023-02-16,09:17,09:30,Cloudy,High,1,Snack,scooter,3,No,Bengaluru,46
ORD000891,R0053,D01168,U00043,13.021928,77.593062,12.990239,77.617926,2023-02-18,20:50,21:01,Sunny,Jam,2,Buffet,electric_scooter,0,No,Bengaluru,49
ORD000892,R0186,D00572,U00512,12.956913,77.623722,12.899483,77.622447,2023-07-15,14:35,15:01,Cloudy,High,2,Snack,motorcycle,0,No,Bengaluru,43
ORD000893,R0441,D00290,U01396,12.986422,77.633361,12.977109,77.643332,2023-02-07,19:22,19:38,Cloudy,High,0,Buffet,scooter,3,No,Bengaluru,40
ORD000894,R0096,D00610,U04346,12.977869,77.754628,12.978363,77.745036,2023-06-10,19:40,19:59,Cloudy,High,2,Snack,motorcycle,1,No,Bengaluru,47
ORD000895,R0154,D01773,U03350,12.966026,77.627428,12.823442,77.690496,2023-03-26,08:19,08:46,Sunny,High,1,Drinks,motorcycle,2,No,Bengaluru,41
ORD000896,R0269,D01234,U03930,12.955943,77.58633,13.030671,77.589325,2023-04-25,21:08,21:33,Sunny,Medium,1,Drinks,motorcycle,3,No,Bengaluru,42
ORD000897,R0279,D01797,U02269,13.040626,77.599054,12.920598,77.554694,2024-01-08,21:18,21:46,Cloudy,Medium,1,Buffet,scooter,0,No,Bengaluru,34
ORD000898,R0444,D01275,U00684,12.978041,77.559749,13.093497,77.582619,2024-08-08,12:44,13:01,Sunny,Medium,0,Buffet,motorcycle,1,Yes,Bengaluru,30
ORD000899,R0415,D00229,U01538,12.930297,77.661368,12.926803,77.671903,2023-04-18,20:34,20:44,Sunny,High,2,Meal,scooter,2,No,Bengaluru,31
ORD000900,R0294,D01199,U03937,12.93777,77.561175,12.937226,77.529995,2024-01-04,14:43,15:14,Foggy,Low,2,Meal,bicycle,1,No,Bengaluru,49
ORD000901,R0442,D01622,U03613,12.931418,77.560209,12.954306,77.716133,2024-02-02,20:57,21:17,Rainy,High,0,Drinks,motorcycle,1,Yes,Bengaluru,45
ORD000902,R0449,D00252,U01550,12.964418,77.707327,12.999039,77.609002,2023-10-08,14:37,14:56,Foggy,Medium,1,Drinks,motorcycle,0,No,Bengaluru,38
ORD000903,R0237,D01089,U02045,12.879458,77.581609,12.845175,77.673484,2024-07-28,20:29,20:42,Sunny,High,2,Snack,scooter,0,No,Bengaluru,49
ORD000904,R0126,D01244,U03654,12.964051,77.746824,12.852387,77.674451,2024-03-11,19:12,19:37,Sunny,High,0,Snack,motorcycle,0,No,Bengaluru,52
ORD000905,R0499,D01949,U03488,12.963568,77.747264,12.905342,77.624341,2024-02-20,20:35,20:48,Cloudy,High,2,Drinks,motorcycle,0,No,Bengaluru,56
ORD000906,R0110,D01944,U03652,12.931892,77.580522,12.94154,77.533931,2024-12-03,12:55,13:25,Rainy,Medium,0,Meal,scooter,0,Yes,Bengaluru,49
ORD000907,R0332,D01393,U03355,12.993692,77.55673,12.846086,77.68041,2024-11-05,14:42,15:13,Rainy,High,2,Buffet,bicycle,3,No,Bengaluru,41
ORD000908,R0309,D01707,U02242,12.907535,77.600324,12.969543,77.738144,2023-03-29,22:40,22:55,Sunny,Medium,1,Snack,bicycle,0,No,Bengaluru,34
ORD000909,R0314,D00590,U00876,12.880867,77.601106,12.94756,77.601791,2023-07-05,15:59,16:26,Foggy,High,2,Buffet,scooter,1,No,Bengaluru,47
ORD000910,R0282,D00417,U03278,12.979079,77.594845,12.878701,77.588277,2023-08-10,19:40,19:55,Cloudy,Low,2,Buffet,scooter,2,No,Bengaluru,22
ORD000911,R0035,D00302,U02472,12.983289,77.61168,12.958687,77.644468,2024-07-09,19:58,20:17,Foggy,High,2,Meal,motorcycle,1,No,Bengaluru,42
ORD000912,R0342,D01363,U03783,12.965456,77.721175,13.032089,77.586399,2023-08-13,14:23,14:56,Sunny,Medium,1,Buffet,motorcycle,0,No,Bengaluru,26
ORD000913,R0337,D00848,U00864,12.994073,77.695536,12.926351,77.5945,2024-06-10,21:24,21:56,Sunny,Medium,1,Drinks,motorcycle,0,No,Bengaluru,30
ORD000914,R0420,D00892,U02624,12.936337,77.671918,13.111512,77.584624,2024-07-27,21:57,22:28,Cloudy,High,1,Drinks,motorcycle,1,No,Bengaluru,52
ORD000915,R0381,D01953,U02183,12.958675,77.652922,12.939216,77.606856,2023-09-12,12:32,13:02,Sunny,Medium,2,Meal,bicycle,0,No,Bengaluru,30
ORD000916,R0450,D01035,U03240,12.833113,77.672521,12.952818,77.628184,2023-09-21,08:20,08:38,Sunny,High,1,Snack,motorcycle,0,No,Bengaluru,36
ORD000917,R0408,D00338,U01645,12.953708,77.642083,12.927809,77.672017,2024-04-28,13:34,13:49,Sunny,Medium,2,Meal,motorcycle,0,No,Bengaluru,31
ORD000918,R0181,D01100,U04065,12.931714,77.67516,12.933809,77.622794,2023-10-02,14:34,14:58,Sunny,High,1,Snack,motorcycle,0,Yes,Bengaluru,50
ORD000919,R0253,D00615,U00622,12.859361,77.58702,12.969861,77.501606,2024-07-19,19:02,19:22,Cloudy,Low,0,Meal,scooter,2,No,Bengaluru,24
ORD000920,R0216,D00667,U02661,12.884326,77.597826,12.977886,77.551147,2023-11-20,12:14,12:42,Rainy,Medium,0,Snack,motorcycle,2,No,Bengaluru,43
ORD000921,R0150,D00603,U04307,12.901435,77.631695,12.919336,77.588399,2023-11-17,23:34,23:02,Sunny,High,0,Snack,electric_scooter,2,No,Bengaluru,38
ORD000922,R0327,D01193,U03879,12.905367,77.60031,13.050123,77.606413,2024-03-31,19:42,20:08,Sunny,High,1,Meal,motorcycle,0,No,Bengaluru,35
ORD000923,R0206,D00074,U04765,12.966194,77.634779,12.884309,77.632126,2024-06-30,12:57,13:27,Sunny,Jam,0,Buffet,scooter,1,No,Bengaluru,50
ORD000924,R0231,D01976,U04432,12.876752,77.590327,12.931722,77.630665,2024-10-03,12:03,12:38,Sunny,Low,0,Buffet,scooter,0,No,Bengaluru,21
ORD000925,R0319,D00041,U04756,12.945991,77.5841,12.962384,77.626221,2024-12-29,12:56,13:21,Cloudy,Medium,2,Buffet,bicycle,1,No,Bengaluru,46
ORD000926,R0031,D00827,U04198,12.968111,77.60744,12.939745,77.574941,2024-04-15,19:11,19:24,Rainy,Low,0,Buffet,bicycle,3,Yes,Bengaluru,39
ORD000927,R0048,D00099,U03989,12.93279,77.580824,12.890226,77.588703,2024-10-31,12:56,13:21,Sunny,Low,0,Drinks,motorcycle,0,No,Bengaluru,38
ORD000928,R0353,D01346,U04781,13.112266,77.597393,12.936644,77.669073,2023-11-02,14:54,15:25,Cloudy,High,1,Drinks,bicycle,3,No,Bengaluru,37
ORD000929,R0468,D00615,U01736,12.909142,77.613582,12.921709,77.581378,2024-11-24,20:26,20:41,Windy,Medium,0,Buffet,scooter,0,No,Bengaluru,49
ORD000930,R0080,D01392,U03455,12.902644,77.58381,12.916541,77.660372,2024-01-26,19:34,20:06,Cloudy,High,1,Drinks,motorcycle,2,No,Bengaluru,37
ORD000931,R0430,D00461,U01099,12.920834,77.548724,12.92225,77.609984,2023-08-11,20:28,20:49,Cloudy,Medium,1,Meal,motorcycle,0,Yes,Bengaluru,32
ORD000932,R0435,D00090,U04812,13.114581,77.591062,12.899015,77.610298,2024-05-12,12:52,13:13,Sunny,Low,0,Buffet,scooter,1,Yes,Bengaluru,38
ORD000933,R0237,D01625,U04647,12.879458,77.581609,12.931086,77.572236,2023-12-13,22:20,22:38,Sunny,High,1,Meal,motorcycle,0,Yes,Bengaluru,33
