restaurant_id,name,url,address,location_neighborhood,latitude,longitude,phone,rate,votes,approx_cost_for_two,rest_type,cuisines,online_order,book_table,dish_liked,listed_in_type,listed_in_city
R0095,Toor LLC Cafe,https://www.zomato.com/bengaluru/restaurant-95,"169, Shivajinagar, Bengaluru",Shivajinagar,13.001718,77.591398,+912661797968,4.1,8350,600,Takeaway,"North Indian, Street Food, Biryani",Yes,No,"Momos, Dosa, Chicken Curry, Shake, Fried Rice",Delivery,Shivajinagar
R0096,Palla Inc Cafe,https://www.zomato.com/bengaluru/restaurant-96,"57, Whitefield, Bengaluru",Whitefield,12.977869,77.754628,+918889937567,4.2,11183,1200,Fine Dining,"Fast Food, South Indian",Yes,No,"Shake, Chicken Curry, Idli, Biryani, Butter Chicken",Buffet,Whitefield
R0097,Pingle LLC Eatery,https://www.zomato.com/bengaluru/restaurant-97,"90, Banashankari, Bengaluru",Banashankari,12.913736,77.544279,+917177514010,3.4,5670,200,Fine Dining,Italian,Yes,No,"Cake, Momos, Shake",Desserts,Banashankari
R0098,Sarma PLC ,https://www.zomato.com/bengaluru/restaurant-98,"158, Sarjapur, Bengaluru",Sarjapur,12.851634,77.676404,+913796603341,3.9,9509,200,Dhaba,"Bakery, Street Food, Pizza",Yes,No,"Burger, Pasta, Chicken Curry, Noodles, Biryani",Drinks,Sarjapur
R0099,Mittal Wadhwa and Anand ,https://www.zomato.com/bengaluru/restaurant-99,"181, BTM Layout, Bengaluru",BTM Layout,12.915327,77.602971,+914991251341,3.4,3049,500,Fine Dining,"Sandwich, Seafood",Yes,No,"Ice Cream, Idli, Cake, Burger, Chicken Curry",Lunch,BTM Layout
R0100,Mistry Chawla and Desai Cafe,https://www.zomato.com/bengaluru/restaurant-100,"36, Yelahanka, Bengaluru",Yelahanka,13.103393,77.598544,+912579050723,3.9,6340,1000,Takeaway,"Fast Food, Burger",No,No,"Pasta, Burger, Masala Dosa",Dinner,Yelahanka
R0101,D’Alia-Chhabra Cafe,https://www.zomato.com/bengaluru/restaurant-101,"44, Yelahanka, Bengaluru",Yelahanka,13.106804,77.594616,+917978819148,4.2,6060,1000,Dhaba,Chinese,Yes,No,"Fried Rice, Momos",Dinner,Yelahanka
R0102,Dugal Magar and Manda Kitchen,https://www.zomato.com/bengaluru/restaurant-102,"199, Domlur, Bengaluru",Domlur,12.952456,77.636455,+913395962923,3.9,3440,150,Takeaway,"Pizza, Desserts, South Indian",Yes,No,"Paneer Tikka, Cake, Dosa, Fried Rice, Chicken Curry",Cafes,Domlur
R0103,Kade Oza and Jani ,https://www.zomato.com/bengaluru/restaurant-103,"33, MG Road, Bengaluru",MG Road,12.976763,77.61441,+912325367294,5.0,10336,600,Delivery,"Desserts, Rolls, Cafe",No,Yes,"Pizza, Chicken Curry",Delivery,MG Road
R0104,Lalla Tiwari and Suresh ,https://www.zomato.com/bengaluru/restaurant-104,"179, Basavanagudi, Bengaluru",Basavanagudi,12.943068,77.568147,+915186363745,2.9,4696,500,Takeaway,"Street Food, Burger",Yes,No,"Biryani, Dosa, Veg Thali, Shake",Dinner,Basavanagudi
R0105,Behl-Chanda Restaurant,https://www.zomato.com/bengaluru/restaurant-105,"177, Rajajinagar, Bengaluru",Rajajinagar,13.002025,77.563868,+912424154152,5.0,898,600,Fine Dining,Italian,Yes,No,"Biryani, Idli, Burger, Fried Rice, Veg Thali",Desserts,Rajajinagar
R0106,Sampath Malhotra and Basu Eatery,https://www.zomato.com/bengaluru/restaurant-106,"3, Yelahanka, Bengaluru",Yelahanka,13.105165,77.602411,+910516271361,3.8,1728,200,Cafe,Biryani,Yes,No,"Dosa, Pizza, Fried Rice, Paneer Tikka, Shake",Dine-out,Yelahanka
R0107,Nath and Sons Cafe,https://www.zomato.com/bengaluru/restaurant-107,"185, Basavanagudi, Bengaluru",Basavanagudi,12.950804,77.582395,+913269731121,3.5,9709,600,Cafe,Continental,No,No,"Tandoori, Biryani",Dine-out,Basavanagudi
R0108,Lala Edwin and Sathe ,https://www.zomato.com/bengaluru/restaurant-108,"101, Marathahalli, Bengaluru",Marathahalli,12.952409,77.684927,+914037613791,3.6,8705,150,Cafe,"Desserts, North Indian, Rolls",Yes,Yes,"Tandoori, Pasta, Noodles",Lunch,Marathahalli
R0109,Sane Andra and Choudhury Kitchen,https://www.zomato.com/bengaluru/restaurant-109,"102, Shivajinagar, Bengaluru",Shivajinagar,12.984426,77.602391,+918486661889,4.2,2551,400,Quick Bites,Burger,Yes,Yes,"Biryani, Dosa",Desserts,Shivajinagar
R0110,Dixit PLC Eatery,https://www.zomato.com/bengaluru/restaurant-110,"30, Jayanagar, Bengaluru",Jayanagar,12.931892,77.580522,+917990421020,3.8,2734,800,Cafe,"Chinese, Desserts, Bakery",Yes,Yes,"Butter Chicken, Fried Rice, Dosa",Drinks,Jayanagar
R0111,Pingle PLC Eatery,https://www.zomato.com/bengaluru/restaurant-111,"117, Jayanagar, Bengaluru",Jayanagar,12.938293,77.595004,+918507925241,4.6,9452,200,Casual Dining,"Italian, North Indian, Seafood",Yes,Yes,"Paneer Tikka, Tandoori, Dosa, Pizza, Cake",Buffet,Jayanagar
R0112,Divan Sani and Datta Restaurant,https://www.zomato.com/bengaluru/restaurant-112,"83, Marathahalli, Bengaluru",Marathahalli,12.945479,77.693319,+913654195180,3.7,2988,300,Dhaba,Fast Food,Yes,No,"Pasta, Chicken Curry",Delivery,Marathahalli
R0113,Morar LLC Restaurant,https://www.zomato.com/bengaluru/restaurant-113,"119, Hebbal, Bengaluru",Hebbal,13.046781,77.605206,+915973832060,4.0,3867,1000,Cafe,"Seafood, Chinese",Yes,No,"Biryani, Cake, Noodles, Pizza, Momos",Buffet,Hebbal
R0114,Parmar and Sons Restaurant,https://www.zomato.com/bengaluru/restaurant-114,"183, Nagarbhavi, Bengaluru",Nagarbhavi,12.976019,77.51547,+914103865719,2.8,1615,1000,Casual Dining,"Desserts, Italian, Biryani",No,Yes,"Chicken Curry, Masala Dosa, Butter Chicken",Buffet,Nagarbhavi
R0115,Krish Chauhan and Pandya Bistro,https://www.zomato.com/bengaluru/restaurant-115,"28, Yelahanka, Bengaluru",Yelahanka,13.105373,77.585221,+912127756185,4.2,3451,800,Cafe,"Cafe, Seafood",No,No,"Shake, Pasta, Veg Thali, Pizza, Idli",Delivery,Yelahanka
R0116,Ray Dubey and Khalsa Eatery,https://www.zomato.com/bengaluru/restaurant-116,"132, HSR Layout, Bengaluru",HSR Layout,12.901328,77.644482,+910442067883,4.0,1601,800,Quick Bites,"South Indian, Biryani, Seafood",Yes,Yes,"Dosa, Fried Rice, Cake",Buffet,HSR Layout
R0117,Goel Group Restaurant,https://www.zomato.com/bengaluru/restaurant-117,"166, Indiranagar, Bengaluru",Indiranagar,12.988311,77.655277,+917215107029,5.0,7146,600,Delivery,Biryani,Yes,No,"Cake, Dosa, Paneer Tikka, Veg Thali, Chicken Curry",Lunch,Indiranagar
R0118,Gola Ltd Eatery,https://www.zomato.com/bengaluru/restaurant-118,"106, JP Nagar, Bengaluru",JP Nagar,12.903418,77.595449,+918701462638,4.7,4132,1000,Dhaba,"Cafe, Street Food",Yes,No,"Butter Chicken, Fried Rice, Momos",Drinks,JP Nagar
R0119,Sabharwal-Kothari Cafe,https://www.zomato.com/bengaluru/restaurant-119,"15, Banashankari, Bengaluru",Banashankari,12.926936,77.54634,+917859321334,4.0,8793,150,Dhaba,"Sandwich, Seafood, Mughlai",Yes,No,"Burger, Biryani, Shake, Momos",Lunch,Banashankari
R0120,Dutta-Chokshi ,https://www.zomato.com/bengaluru/restaurant-120,"180, Malleshwaram, Bengaluru",Malleshwaram,13.016156,77.582446,+915992937842,5.0,8085,150,Quick Bites,Fast Food,Yes,Yes,"Shake, Cake, Biryani",Desserts,Malleshwaram
R0121,Barad-Singhal Restaurant,https://www.zomato.com/bengaluru/restaurant-121,"199, Koramangala, Bengaluru",Koramangala,12.935993,77.609521,+911851569154,4.4,5335,250,Casual Dining,"Biryani, Continental, Seafood",No,No,"Shake, Butter Chicken, Biryani",Dinner,Koramangala
R0122,Iyengar Group Kitchen,https://www.zomato.com/bengaluru/restaurant-122,"180, Brookefield, Bengaluru",Brookefield,12.952619,77.719115,+919690295939,4.6,1755,800,Casual Dining,"Thai, Pizza, Fast Food",Yes,No,"Momos, Pasta, Pizza, Dosa, Cake",Delivery,Brookefield
R0123,Mody-Kari Cafe,https://www.zomato.com/bengaluru/restaurant-123,"28, Marathahalli, Bengaluru",Marathahalli,12.954504,77.691986,+910067626765,3.8,8996,600,Quick Bites,"Chinese, Seafood, Street Food",No,No,"Paneer Tikka, Noodles",Desserts,Marathahalli
R0124,Bajwa Ltd Kitchen,https://www.zomato.com/bengaluru/restaurant-124,"19, JP Nagar, Bengaluru",JP Nagar,12.906339,77.592176,+915262181599,4.0,7959,150,Delivery,Desserts,Yes,No,"Shake, Paneer Tikka",Lunch,JP Nagar
R0125,Rastogi LLC Eatery,https://www.zomato.com/bengaluru/restaurant-125,"40, JP Nagar, Bengaluru",JP Nagar,12.894407,77.578133,+910506149731,4.5,471,300,Casual Dining,Bakery,Yes,Yes,"Momos, Pasta, Fried Rice, Butter Chicken",Dinner,JP Nagar
R0126,Boase-Mallick Eatery,https://www.zomato.com/bengaluru/restaurant-126,"12, Whitefield, Bengaluru",Whitefield,12.964051,77.746824,+914774349021,4.0,1454,500,Dhaba,"Cafe, Chinese",No,No,"Burger, Cake, Ice Cream, Pasta, Dosa",Desserts,Whitefield
R0127,Upadhyay-Ratta Bistro,https://www.zomato.com/bengaluru/restaurant-127,"147, Domlur, Bengaluru",Domlur,12.94773,77.635313,+919217223320,3.6,6986,200,Fine Dining,"Bakery, Burger, Pizza",No,Yes,"Momos, Dosa, Ice Cream, Veg Thali, Chicken Curry",Dine-out,Domlur
R0128,Yadav Narula and Bala Bistro,https://www.zomato.com/bengaluru/restaurant-128,"118, MG Road, Bengaluru",MG Road,12.968337,77.632024,+910998616229,3.1,9682,1200,Dhaba,Chinese,Yes,Yes,"Pasta, Ice Cream, Shake, Chicken Curry, Pizza",Delivery,MG Road
R0129,Lal and Sons ,https://www.zomato.com/bengaluru/restaurant-129,"103, Electronic City, Bengaluru",Electronic City,12.850924,77.688404,+910653074505,4.3,5015,400,Cafe,"Cafe, Mughlai",No,No,"Masala Dosa, Butter Chicken, Burger, Pizza, Noodles",Delivery,Electronic City
R0130,Lanka Barad and Chopra Eatery,https://www.zomato.com/bengaluru/restaurant-130,"190, Marathahalli, Bengaluru",Marathahalli,12.948132,77.711627,+917850821486,4.4,2272,1000,Takeaway,"Seafood, Cafe",Yes,Yes,"Dosa, Noodles, Veg Thali, Idli, Chicken Curry",Desserts,Marathahalli
R0131,Saraf Pai and Murthy Kitchen,https://www.zomato.com/bengaluru/restaurant-131,"175, BTM Layout, Bengaluru",BTM Layout,12.926709,77.602585,+910357972798,2.9,5780,500,Casual Dining,"South Indian, Thai",Yes,No,"Paneer Tikka, Cake, Veg Thali",Delivery,BTM Layout
R0132,Vaidya-D’Alia ,https://www.zomato.com/bengaluru/restaurant-132,"3, Electronic City, Bengaluru",Electronic City,12.825724,77.66349,+917229034944,3.8,6993,600,Dhaba,"Biryani, Pizza, Sandwich",Yes,No,"Paneer Tikka, Chicken Curry, Biryani",Cafes,Electronic City
R0133,Gupta-Kumar Cafe,https://www.zomato.com/bengaluru/restaurant-133,"164, BTM Layout, Bengaluru",BTM Layout,12.915601,77.615416,+915444328309,4.0,6670,500,Fine Dining,"Mughlai, Italian, North Indian",Yes,No,"Pasta, Momos, Tandoori, Shake",Buffet,BTM Layout
R0134,Sarin Inc ,https://www.zomato.com/bengaluru/restaurant-134,"183, Brookefield, Bengaluru",Brookefield,12.958021,77.706768,+913875842824,3.9,1649,800,Casual Dining,"Mughlai, Rolls",Yes,No,"Noodles, Shake",Dine-out,Brookefield
R0135,Yohannan Hegde and Patla Eatery,https://www.zomato.com/bengaluru/restaurant-135,"31, KR Puram, Bengaluru",KR Puram,13.016988,77.699133,+917099917381,3.2,11202,600,Takeaway,Thai,Yes,No,"Momos, Chicken Curry, Shake",Buffet,KR Puram
R0136,Boase-Narayanan ,https://www.zomato.com/bengaluru/restaurant-136,"46, Jayanagar, Bengaluru",Jayanagar,12.919921,77.574809,+915007432927,4.4,1492,250,Takeaway,"Street Food, Continental",No,No,"Burger, Dosa, Masala Dosa, Pasta",Lunch,Jayanagar
R0137,Murthy Dash and Mital Kitchen,https://www.zomato.com/bengaluru/restaurant-137,"174, Basavanagudi, Bengaluru",Basavanagudi,12.940471,77.574122,+910335421689,3.8,5065,250,Quick Bites,South Indian,Yes,No,"Cake, Biryani, Shake",Cafes,Basavanagudi
R0138,More Rege and Narain Eatery,https://www.zomato.com/bengaluru/restaurant-138,"5, Hebbal, Bengaluru",Hebbal,13.042635,77.599891,+913323098215,3.1,11700,150,Delivery,"Bakery, Continental",Yes,No,"Masala Dosa, Cake, Noodles, Dosa",Buffet,Hebbal
R0139,Merchant-Datta ,https://www.zomato.com/bengaluru/restaurant-139,"176, MG Road, Bengaluru",MG Road,12.99044,77.624559,+910461849926,3.5,1768,1000,Fine Dining,"North Indian, South Indian, Italian",Yes,No,"Veg Thali, Ice Cream, Idli, Paneer Tikka, Pizza",Delivery,MG Road
R0140,Salvi Ltd Bistro,https://www.zomato.com/bengaluru/restaurant-140,"128, Whitefield, Bengaluru",Whitefield,12.969732,77.75317,+913753001197,3.9,2493,200,Dhaba,"Sandwich, Biryani",Yes,No,"Chicken Curry, Momos, Burger, Biryani",Delivery,Whitefield
R0141,Ghosh-Mitra Cafe,https://www.zomato.com/bengaluru/restaurant-141,"174, Bellandur, Bengaluru",Bellandur,12.93003,77.674103,+915611002255,4.6,7221,1200,Cafe,"Cafe, Street Food",Yes,No,"Idli, Burger",Drinks,Bellandur
R0142,Acharya-Modi ,https://www.zomato.com/bengaluru/restaurant-142,"16, JP Nagar, Bengaluru",JP Nagar,12.896215,77.580208,+912169797296,3.0,5925,1200,Quick Bites,"Cafe, Mughlai",Yes,No,"Chicken Curry, Burger, Idli, Dosa, Cake",Dinner,JP Nagar
R0143,Kade-Sani ,https://www.zomato.com/bengaluru/restaurant-143,"180, Whitefield, Bengaluru",Whitefield,12.981428,77.748121,+919163756289,4.3,944,150,Fine Dining,Cafe,Yes,No,"Biryani, Tandoori, Fried Rice, Shake",Dinner,Whitefield
R0144,Nagy Shroff and Sathe ,https://www.zomato.com/bengaluru/restaurant-144,"97, Banashankari, Bengaluru",Banashankari,12.936682,77.534046,+916317797177,3.3,5228,200,Delivery,"Seafood, Pizza",Yes,Yes,"Paneer Tikka, Butter Chicken, Fried Rice, Pasta",Lunch,Banashankari
R0145,Kala-Vaidya Eatery,https://www.zomato.com/bengaluru/restaurant-145,"85, Yelahanka, Bengaluru",Yelahanka,13.086575,77.597773,+918997571130,4.3,5642,500,Dhaba,Desserts,Yes,No,"Veg Thali, Shake, Cake",Drinks,Yelahanka
R0146,Gara-Chad Restaurant,https://www.zomato.com/bengaluru/restaurant-146,"31, Bommanahalli, Bengaluru",Bommanahalli,12.88469,77.630806,+916373516091,2.8,7431,800,Fine Dining,"Continental, Bakery",Yes,No,"Paneer Tikka, Noodles",Buffet,Bommanahalli
R0147,Varma-Nayak Cafe,https://www.zomato.com/bengaluru/restaurant-147,"130, Sarjapur, Bengaluru",Sarjapur,12.868486,77.688197,+916693465472,3.2,2313,600,Takeaway,"Burger, Sandwich",Yes,No,"Burger, Pizza, Idli",Drinks,Sarjapur
R0148,Keer Ltd ,https://www.zomato.com/bengaluru/restaurant-148,"167, Bommanahalli, Bengaluru",Bommanahalli,12.903605,77.620507,+912885158799,4.3,10980,600,Fine Dining,Biryani,Yes,No,"Momos, Cake, Pizza",Buffet,Bommanahalli
R0149,Kar-Issac Kitchen,https://www.zomato.com/bengaluru/restaurant-149,"177, Sarjapur, Bengaluru",Sarjapur,12.849594,77.683026,+914380571983,3.7,10652,1000,Delivery,South Indian,Yes,No,"Paneer Tikka, Burger, Momos",Cafes,Sarjapur
R0150,Bakshi Inc Restaurant,https://www.zomato.com/bengaluru/restaurant-150,"159, Bommanahalli, Bengaluru",Bommanahalli,12.901435,77.631695,+917359893347,3.5,2956,200,Casual Dining,"Bakery, Seafood",Yes,No,"Biryani, Paneer Tikka",Delivery,Bommanahalli
R0151,Soman PLC Cafe,https://www.zomato.com/bengaluru/restaurant-151,"153, Basavanagudi, Bengaluru",Basavanagudi,12.928819,77.568173,+910947985158,4.0,3653,250,Takeaway,"Continental, Fast Food",Yes,No,"Biryani, Shake, Veg Thali, Cake",Dine-out,Basavanagudi
R0152,Shah Group Bistro,https://www.zomato.com/bengaluru/restaurant-152,"136, Yelahanka, Bengaluru",Yelahanka,13.101792,77.593403,+917801573993,3.7,703,500,Delivery,"Pizza, Biryani",Yes,No,"Shake, Cake, Momos, Idli",Cafes,Yelahanka
R0153,Hayer Rajagopalan and Talwar Bistro,https://www.zomato.com/bengaluru/restaurant-153,"137, Domlur, Bengaluru",Domlur,12.967619,77.624441,+910133613861,4.0,11290,250,Quick Bites,"Thai, Sandwich, Street Food",No,No,"Butter Chicken, Momos, Noodles, Burger, Paneer Tikka",Drinks,Domlur
R0154,Kohli-Divan Eatery,https://www.zomato.com/bengaluru/restaurant-154,"162, Indiranagar, Bengaluru",Indiranagar,12.966026,77.627428,+916650618091,3.9,9644,150,Fine Dining,"Rolls, Chinese",Yes,No,"Paneer Tikka, Chicken Curry, Ice Cream",Delivery,Indiranagar
R0155,Ahluwalia Chhabra and Sandal Eatery,https://www.zomato.com/bengaluru/restaurant-155,"140, Electronic City, Bengaluru",Electronic City,12.848507,77.671041,+914245088210,3.5,132,1200,Takeaway,Desserts,No,No,"Ice Cream, Pasta, Biryani, Fried Rice, Dosa",Delivery,Electronic City
R0156,Goda Ltd Bistro,https://www.zomato.com/bengaluru/restaurant-156,"65, Electronic City, Bengaluru",Electronic City,12.831202,77.684243,+913129087814,3.7,11054,200,Cafe,"Thai, Biryani, Bakery",Yes,Yes,"Burger, Pasta, Fried Rice",Dinner,Electronic City
R0157,Shetty Bedi and Krish Cafe,https://www.zomato.com/bengaluru/restaurant-157,"178, Rajajinagar, Bengaluru",Rajajinagar,12.985914,77.561139,+919299556205,3.0,4083,300,Fine Dining,Italian,No,No,"Dosa, Noodles, Shake, Fried Rice",Drinks,Rajajinagar
R0158,Shan and Sons ,https://www.zomato.com/bengaluru/restaurant-158,"156, Jayanagar, Bengaluru",Jayanagar,12.936187,77.578747,+911428341108,4.1,10398,150,Dhaba,"Street Food, Rolls",No,No,"Momos, Masala Dosa, Idli, Dosa",Desserts,Jayanagar
R0159,Wali-Nadig Bistro,https://www.zomato.com/bengaluru/restaurant-159,"3, Indiranagar, Bengaluru",Indiranagar,12.979948,77.642104,+913928272299,3.2,10853,250,Fine Dining,"Burger, Continental, Thai",No,No,"Fried Rice, Momos, Pizza, Pasta, Paneer Tikka",Buffet,Indiranagar
R0160,Thaman-Sandhu Cafe,https://www.zomato.com/bengaluru/restaurant-160,"100, Marathahalli, Bengaluru",Marathahalli,12.966944,77.689352,+917700518449,3.8,8968,1200,Casual Dining,"Thai, Pizza",No,No,"Noodles, Tandoori",Lunch,Marathahalli
R0161,Sehgal Dutt and Soman Eatery,https://www.zomato.com/bengaluru/restaurant-161,"155, Malleshwaram, Bengaluru",Malleshwaram,13.00573,77.579647,+910827231843,4.0,2511,250,Casual Dining,Sandwich,Yes,No,"Ice Cream, Fried Rice, Pasta, Burger",Delivery,Malleshwaram
R0162,Lad-Kota Kitchen,https://www.zomato.com/bengaluru/restaurant-162,"33, KR Puram, Bengaluru",KR Puram,12.99691,77.703835,+919922809202,3.3,4281,250,Takeaway,"Italian, Burger, Sandwich",No,No,"Noodles, Burger, Chicken Curry, Biryani, Idli",Buffet,KR Puram
R0163,Malhotra Verma and Sundaram Bistro,https://www.zomato.com/bengaluru/restaurant-163,"197, Bannerghatta Road, Bengaluru",Bannerghatta Road,12.878239,77.605239,+912984257991,3.5,3815,600,Delivery,Biryani,Yes,Yes,"Masala Dosa, Pasta, Burger, Idli, Chicken Curry",Buffet,Bannerghatta Road
R0164,Khare Maharaj and Sarraf Kitchen,https://www.zomato.com/bengaluru/restaurant-164,"124, BTM Layout, Bengaluru",BTM Layout,12.917281,77.62238,+912980686508,4.0,7078,300,Dhaba,"Bakery, Continental, Italian",No,No,"Masala Dosa, Butter Chicken, Idli",Drinks,BTM Layout
R0165,Mangal and Sons Cafe,https://www.zomato.com/bengaluru/restaurant-165,"49, Shivajinagar, Bengaluru",Shivajinagar,12.995939,77.613236,+910098180635,3.2,6748,500,Quick Bites,"Italian, Bakery, Continental",Yes,No,"Masala Dosa, Fried Rice, Dosa, Pizza",Cafes,Shivajinagar
R0166,Nayak-Nagarajan Cafe,https://www.zomato.com/bengaluru/restaurant-166,"144, Bellandur, Bengaluru",Bellandur,12.936349,77.673107,+918744956213,3.4,7367,250,Quick Bites,"Cafe, Mughlai",Yes,No,"Chicken Curry, Masala Dosa, Burger",Lunch,Bellandur
R0167,Buch Devi and Dora Kitchen,https://www.zomato.com/bengaluru/restaurant-167,"17, Rajajinagar, Bengaluru",Rajajinagar,12.999226,77.559421,+914351906698,3.0,4743,1200,Quick Bites,"South Indian, Fast Food, Mughlai",Yes,No,"Dosa, Pizza",Dinner,Rajajinagar
R0168,Rajagopal Ltd Restaurant,https://www.zomato.com/bengaluru/restaurant-168,"168, Hebbal, Bengaluru",Hebbal,13.021121,77.607517,+910214656693,3.9,8532,150,Fine Dining,"Desserts, Biryani, South Indian",Yes,Yes,"Burger, Butter Chicken, Cake",Cafes,Hebbal
R0169,Kala Inc Eatery,https://www.zomato.com/bengaluru/restaurant-169,"130, Bannerghatta Road, Bengaluru",Bannerghatta Road,12.881293,77.60805,+911818451848,3.4,9469,400,Fine Dining,"Thai, Cafe",No,No,"Noodles, Veg Thali, Ice Cream",Dinner,Bannerghatta Road
R0170,Reddy-Narayanan Restaurant,https://www.zomato.com/bengaluru/restaurant-170,"174, Nagarbhavi, Bengaluru",Nagarbhavi,12.963598,77.50019,+913565880434,3.6,1573,600,Fine Dining,"Street Food, North Indian",Yes,Yes,"Idli, Paneer Tikka, Dosa, Noodles, Shake",Dine-out,Nagarbhavi
R0171,Shukla Sagar and Bhatia Restaurant,https://www.zomato.com/bengaluru/restaurant-171,"159, Banashankari, Bengaluru",Banashankari,12.920016,77.538357,+915211179080,3.9,7951,500,Takeaway,"Cafe, Fast Food, Biryani",Yes,No,"Noodles, Fried Rice, Tandoori, Chicken Curry, Pizza",Cafes,Banashankari
R0172,Salvi Group Eatery,https://www.zomato.com/bengaluru/restaurant-172,"139, Banashankari, Bengaluru",Banashankari,12.916086,77.554728,+910856271875,4.2,11342,150,Quick Bites,"Cafe, Mughlai, Pizza",Yes,No,"Butter Chicken, Tandoori, Chicken Curry",Delivery,Banashankari
R0173,Bahri Rai and Sood Eatery,https://www.zomato.com/bengaluru/restaurant-173,"54, Rajajinagar, Bengaluru",Rajajinagar,12.986048,77.566855,+916556472929,3.6,11289,300,Dhaba,Rolls,Yes,No,"Fried Rice, Paneer Tikka, Masala Dosa, Momos",Cafes,Rajajinagar
R0174,Pandey LLC Eatery,https://www.zomato.com/bengaluru/restaurant-174,"128, Marathahalli, Bengaluru",Marathahalli,12.96076,77.708089,+912885744890,4.1,6577,200,Fine Dining,Continental,Yes,Yes,"Masala Dosa, Biryani, Burger",Desserts,Marathahalli
R0175,Saini-Yohannan ,https://www.zomato.com/bengaluru/restaurant-175,"156, Bellandur, Bengaluru",Bellandur,12.924996,77.679296,+913998245587,3.3,7372,200,Delivery,"Seafood, Cafe",Yes,No,"Cake, Paneer Tikka, Pasta, Biryani",Dine-out,Bellandur
R0176,Kannan Sura and Kanda Restaurant,https://www.zomato.com/bengaluru/restaurant-176,"81, JP Nagar, Bengaluru",JP Nagar,12.912017,77.596057,+915449647598,4.1,7427,600,Casual Dining,"Mughlai, Chinese",Yes,Yes,"Burger, Shake",Dine-out,JP Nagar
R0177,Sarin-Sunder Eatery,https://www.zomato.com/bengaluru/restaurant-177,"135, Bannerghatta Road, Bengaluru",Bannerghatta Road,12.863439,77.588149,+911149216433,3.7,4705,800,Fine Dining,"Chinese, Biryani, Fast Food",Yes,Yes,"Idli, Pasta, Dosa, Veg Thali, Fried Rice",Dine-out,Bannerghatta Road
R0178,Ramachandran LLC Bistro,https://www.zomato.com/bengaluru/restaurant-178,"46, Koramangala, Bengaluru",Koramangala,12.921255,77.620205,+919979688457,3.8,8891,300,Dhaba,"Burger, Street Food",Yes,No,"Pasta, Veg Thali, Pizza, Cake",Cafes,Koramangala
R0179,Ravel Gandhi and Sibal Eatery,https://www.zomato.com/bengaluru/restaurant-179,"194, Malleshwaram, Bengaluru",Malleshwaram,13.000466,77.557372,+917406493085,2.9,3139,600,Takeaway,North Indian,No,No,"Cake, Momos, Masala Dosa",Desserts,Malleshwaram
R0180,Walla Inc Bistro,https://www.zomato.com/bengaluru/restaurant-180,"196, JP Nagar, Bengaluru",JP Nagar,12.914248,77.58758,+919448463122,3.6,4794,200,Fine Dining,"Pizza, Cafe",No,No,"Chicken Curry, Fried Rice",Dinner,JP Nagar
R0181,Bala-Chacko Cafe,https://www.zomato.com/bengaluru/restaurant-181,"33, Bellandur, Bengaluru",Bellandur,12.931714,77.67516,+917031207356,3.9,5154,800,Cafe,"North Indian, Continental",No,No,"Pasta, Biryani",Buffet,Bellandur
R0182,Sangha Deshmukh and Shenoy Restaurant,https://www.zomato.com/bengaluru/restaurant-182,"65, Rajajinagar, Bengaluru",Rajajinagar,12.977607,77.563517,+916013673037,4.1,1589,1000,Fine Dining,South Indian,Yes,No,"Ice Cream, Dosa, Masala Dosa, Tandoori",Lunch,Rajajinagar
R0183,Bedi LLC Kitchen,https://www.zomato.com/bengaluru/restaurant-183,"171, KR Puram, Bengaluru",KR Puram,13.018836,77.707586,+913136502491,3.5,6534,300,Quick Bites,South Indian,Yes,No,"Paneer Tikka, Masala Dosa",Dinner,KR Puram
R0184,Narang-Kakar ,https://www.zomato.com/bengaluru/restaurant-184,"16, Bommanahalli, Bengaluru",Bommanahalli,12.899386,77.615042,+910528127358,3.5,10611,500,Dhaba,Pizza,No,No,"Masala Dosa, Dosa, Shake",Desserts,Bommanahalli
R0185,Narain-Nazareth Eatery,https://www.zomato.com/bengaluru/restaurant-185,"49, Koramangala, Bengaluru",Koramangala,12.940877,77.620245,+919285574982,3.1,1178,1000,Casual Dining,Cafe,No,No,"Masala Dosa, Veg Thali",Cafes,Koramangala
R0186,Mall-Sama Cafe,https://www.zomato.com/bengaluru/restaurant-186,"185, Domlur, Bengaluru",Domlur,12.956913,77.623722,+911863878294,3.5,5335,600,Fine Dining,"Sandwich, Mughlai, Fast Food",Yes,Yes,"Cake, Fried Rice",Delivery,Domlur
R0187,Bumb-Singhal Bistro,https://www.zomato.com/bengaluru/restaurant-187,"165, Sarjapur, Bengaluru",Sarjapur,12.866167,77.672913,+916789940539,3.5,11811,200,Quick Bites,Fast Food,Yes,No,"Noodles, Idli",Dinner,Sarjapur
R0188,Zacharia Inc Kitchen,https://www.zomato.com/bengaluru/restaurant-188,"78, HSR Layout, Bengaluru",HSR Layout,12.910642,77.643068,+911381138633,3.8,8671,300,Takeaway,"Rolls, Bakery",Yes,No,"Butter Chicken, Paneer Tikka, Pasta, Cake",Lunch,HSR Layout
R0189,Kapur-Biswas ,https://www.zomato.com/bengaluru/restaurant-189,"41, Bannerghatta Road, Bengaluru",Bannerghatta Road,12.859565,77.599759,+918975585566,3.1,11942,500,Takeaway,"Street Food, Bakery",Yes,No,"Burger, Pasta",Desserts,Bannerghatta Road
